fragment_smiles,total_count,molecule_count,rank,total_fraction,molecule_fraction
*[NH+]1CCC2(CC[NH2+]CC2)CC1,1,1,6909,4.008739051131467e-06,4.008739051131467e-06
*N1CN(c2ccc([N+](=O)[O-])cc2)N=N1,1,1,6910,4.008739051131467e-06,4.008739051131467e-06
*C[C@@](C)(C=O)CCC,1,1,6911,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CN/C(=N\c2c(Cl)cc(Br)cc2Cl)S1,1,1,6912,4.008739051131467e-06,4.008739051131467e-06
*Nc1cncc2nnnn12,1,1,6913,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)N/C(=C\C=C\c2ccccc2)C1=O,1,1,6914,4.008739051131467e-06,4.008739051131467e-06
*N1N=C(CC)CC1=O,1,1,6915,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1S/C(=N\N=C\c2ccc(F)cc2)NC1=O,1,1,6916,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC=CC=C1Cl,1,1,6917,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)N=C([O-])/C(=C\c2cccs2)C1=O,1,1,6918,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1NS(=O)(=O)c2ccsc2C1=O,1,1,6919,4.008739051131467e-06,4.008739051131467e-06
*C(=O)N/N=C1\C(=O)Nc2ccc(Br)cc21,1,1,6920,4.008739051131467e-06,4.008739051131467e-06
*N1/C(=N/C(=O)CC)S[C@H]2CS(=O)(=O)C[C@@H]21,1,1,6921,4.008739051131467e-06,4.008739051131467e-06
*C(=O)/N=C1\SSC2=NCCN21,1,1,6922,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC[C@@H]2SC3=NC=NC(=O)C3=C2C1,1,1,6923,4.008739051131467e-06,4.008739051131467e-06
*n1nc2c(Cl)cccn2c1=O,1,1,6924,4.008739051131467e-06,4.008739051131467e-06
*n1c2ccc(Br)cc2c2nnc(N/N=C/c3cccs3)nc21,1,1,6925,4.008739051131467e-06,4.008739051131467e-06
*N[C@@H]1c2ccccc2C[C@@H]1[NH3+],1,1,6926,4.008739051131467e-06,4.008739051131467e-06
*N1CCC2=CC(=O)CC[C@@H]2C1,1,1,6927,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)c2cc(Br)ccc2S1(=O)=O,1,1,6928,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(S(=O)(=O)c2ccccc2C=O)cc1,1,1,6929,4.008739051131467e-06,4.008739051131467e-06
*c1cc(O)nc2ccccc12,1,1,6930,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1Nc2ccc3cc4ccccc4cc3c2[C@@H]1O,1,1,6931,4.008739051131467e-06,4.008739051131467e-06
*c1cccc([C@H]2C=C(c3cccnc3)Nc3nnnn32)c1,1,1,6932,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CCCC[C@@H]1/C([O-])=N/S(=O)(=O)C1CCCC1,1,1,6933,4.008739051131467e-06,4.008739051131467e-06
*c1nc([O-])c2[n+](n1)[C@H](c1cccnc1)Nc1ccccc1-2,1,1,6934,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@H](C)S(=O)(=O)c1cccc(Cl)c1,1,1,6935,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C2\N=C(c3ccccc3[N+](=O)[O-])OC2=O)cc1,1,1,6936,4.008739051131467e-06,4.008739051131467e-06
*c1cc(Cl)c2cc[nH]c2n1,1,1,6937,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1Cc2ccccc2[C@@H](O)O1,1,1,6938,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](C#N)C(C)=O,1,1,6939,4.008739051131467e-06,4.008739051131467e-06
*CC#C[C@](C)(O)C(=C)C,1,1,6940,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](C#N)C(=O)/C=C/c1ccc2ccccc2n1,1,1,6941,4.008739051131467e-06,4.008739051131467e-06
*NC1=CN=NC(=O)[C@@H]1Br,1,1,6942,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)[C@@H]2[C@H]3CCCN3[C@]3(C(=O)Nc4ccc(Br)cc43)[C@@H]2C1=O,1,1,6943,4.008739051131467e-06,4.008739051131467e-06
*C[C@@H](CO)C[C@@H]1COc2ccccc21,1,1,6944,4.008739051131467e-06,4.008739051131467e-06
*C[C@H](C[NH3+])C(C)C,1,1,6945,4.008739051131467e-06,4.008739051131467e-06
*NC(=S)N/N=C\c1ccc(O)cc1,1,1,6946,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ccc2c(c1)=[NH+]C(=O)[NH+]=2,1,1,6947,4.008739051131467e-06,4.008739051131467e-06
*C(=O)CCC1=Nc2ccccc2S(=O)(=O)N1,1,1,6948,4.008739051131467e-06,4.008739051131467e-06
*C(C)(C)C(C)(C)[NH3+],1,1,6949,4.008739051131467e-06,4.008739051131467e-06
*c1cc2c(cc1Cl)C(=O)CC1(CC[NH2+]CC1)O2,1,1,6950,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1[C@H]2Cc3ccccc3[C@@H]12,1,1,6951,4.008739051131467e-06,4.008739051131467e-06
*c1ccc2c(c1)O/C(=C\c1ccc(Cl)cc1Cl)C2=O,1,1,6952,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](C(=O)NNC(=O)C(C)(C)C)C(C)C,1,1,6953,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1[C@H]2C[C@@H]3[NH+](CC[C@@]34c3ccccc3N[C@@H]14)C/C2=C\C,1,1,6954,4.008739051131467e-06,4.008739051131467e-06
*c1cc(Cl)c2ccc(F)c(F)c2n1,1,1,6955,4.008739051131467e-06,4.008739051131467e-06
*N1CC1,1,1,6956,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/N=C2/COCCN2)cc1,1,1,6957,4.008739051131467e-06,4.008739051131467e-06
*C1=C[C@@H]([C@@H]2NN[C@H](S)N2/N=C/C(C)=C/c2ccccc2)N=N1,1,1,6958,4.008739051131467e-06,4.008739051131467e-06
*c1c(N)c2ccccc2oc1=O,1,1,6959,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1,1,6960,4.008739051131467e-06,4.008739051131467e-06
*CN1CCc2ccc([N+](=O)[O-])cc21,1,1,6961,4.008739051131467e-06,4.008739051131467e-06
*N1CCc2c([nH]c3ccccc23)[C@H]1c1cccc(Cl)c1,1,1,6962,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C2/C([NH-])=NC(=O)N=C2N)cc1,1,1,6963,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC(=O)[C@@H]2[C@@](O)(C1)C[C@H](O)[C@]13O[C@H]1c1c(O)cccc1C(=O)[C@]23O,1,1,6964,4.008739051131467e-06,4.008739051131467e-06
*N/C([O-])=C(\C#N)C(=O)/C=C(/C)C(C)(C)C,1,1,6965,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C/c2nc3ccccc3c(=O)[nH]2)cc1,1,1,6966,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1C[NH2+]CCC12Cc1ccccc1C2,1,1,6967,4.008739051131467e-06,4.008739051131467e-06
*c1ccc2c(c1)N(CC(N)=O)C(=O)CO2,1,1,6968,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)/C(=N\O)c2cc(Cl)ccc21,1,1,6969,4.008739051131467e-06,4.008739051131467e-06
*n1ncnc1/N=C(\[O-])N1CC(=O)N[C@H]2CCCC[C@@H]21,1,1,6970,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(C2=NO[C@H]3[C@@H]4CC[C@@H](C4)[C@@H]23)cc1,1,1,6971,4.008739051131467e-06,4.008739051131467e-06
*n1c(=C(C#N)C#N)s/c(=C/c2ccc(Cl)cc2)c1=O,1,1,6972,4.008739051131467e-06,4.008739051131467e-06
*[C@@]1(O)CCCOCC1,1,1,6973,4.008739051131467e-06,4.008739051131467e-06
*c1ccc2[n+](n1)CCN2,1,1,6974,4.008739051131467e-06,4.008739051131467e-06
*n1/c(=N/C(C)=O)sc2cc3c(cc21)OCO3,1,1,6975,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(C#CCN)s1,1,1,6976,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1NN=C(c2ccccc2)S1,1,1,6977,4.008739051131467e-06,4.008739051131467e-06
*C[C@@H](C)CC(=O)[O-],1,1,6978,4.008739051131467e-06,4.008739051131467e-06
*N1CCC(=O)N2CCC[C@H]2C1=O,1,1,6979,4.008739051131467e-06,4.008739051131467e-06
*c1ccc2c(c1)C1(OCCO1)C(=O)N2S(=O)(=O)c1ccc(F)cc1,1,1,6980,4.008739051131467e-06,4.008739051131467e-06
*C[C@@H](C(C)C)[C@H](C)O,1,1,6981,4.008739051131467e-06,4.008739051131467e-06
*NC(=S)N1C(=O)CSc2ccccc21,1,1,6982,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1OCCN(N)C1=O,1,1,6983,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)C[C@@H]([C@H]2CCCCC2=[N+]2CCCCC2)C1=O,1,1,6984,4.008739051131467e-06,4.008739051131467e-06
*C(=O)/C=N/N1CCCCC1,1,1,6985,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CCC[C@H](Cl)C1,1,1,6986,4.008739051131467e-06,4.008739051131467e-06
*C1=C(c2ccccc2)C(=O)O[C@@H]2C[C@@H](Cl)CC[C@@H]12,1,1,6987,4.008739051131467e-06,4.008739051131467e-06
*N/C(=N/O)c1cccc([N+](=O)[O-])c1,1,1,6988,4.008739051131467e-06,4.008739051131467e-06
*C(CC)(CC)/C([O-])=N/S(=O)(=O)c1cccs1,1,1,6989,4.008739051131467e-06,4.008739051131467e-06
*N1C[C@@H]2CC[NH2+][C@@H]2C1,1,1,6990,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1[NH+]=c2cc[nH+]cc2=[NH+]1,1,1,6991,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1NC(=S)NC2=C1C(=O)c1ccccc12,1,1,6992,4.008739051131467e-06,4.008739051131467e-06
*c1cnnc2ccccc12,1,1,6993,4.008739051131467e-06,4.008739051131467e-06
*c1nnc(S(C)(=O)=O)s1,1,1,6994,4.008739051131467e-06,4.008739051131467e-06
*[C@H](CC=O)CCC,1,1,6995,4.008739051131467e-06,4.008739051131467e-06
*C1OCC2(CO1)SC(=O)NC2=O,1,1,6996,4.008739051131467e-06,4.008739051131467e-06
*n1cc(/C=C2\NC(=O)N=C2[O-])c2ccccc21,1,1,6997,4.008739051131467e-06,4.008739051131467e-06
*NC(=O)/C=C/c1ccc(Cl)cc1Cl,1,1,6998,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC=CC[C@@H]1I,1,1,6999,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@@H](Cl)CC,1,1,7000,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNc1c(F)cc(F)cc1Br,1,1,7001,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C([O-])=N/S(=O)(=O)c2cccs2)s1,1,1,7002,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1Nc2c(ccc(F)c2F)NC1=O,1,1,7003,4.008739051131467e-06,4.008739051131467e-06
*[C@](O)(CCC)[C@H](C)C#N,1,1,7004,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1C=C(Br)CS1,1,1,7005,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C2/C(=N)N3C=CSC3=NC2=O)cc1,1,1,7006,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1S/C(=N\c2ncccn2)NC1=O,1,1,7007,4.008739051131467e-06,4.008739051131467e-06
*c1nnc2n3ncnc3c3c4c(sc3n12)CCCC4,1,1,7008,4.008739051131467e-06,4.008739051131467e-06
*[NH+]1CCCOC1,1,1,7009,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1N=[NH+]C(=S)N1/N=C/c1ccc(Cl)c(Cl)c1,1,1,7010,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CC=CC[C@@H]1[N+](=O)[O-],1,1,7011,4.008739051131467e-06,4.008739051131467e-06
*N1CCO[C@]2(O)C=C(C(C)(C)C)C(=O)C=C12,1,1,7012,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ccc2c([O-])n[nH]c(=O)c2c1,1,1,7013,4.008739051131467e-06,4.008739051131467e-06
*c1ncc(/C([O-])=N/S(=O)(=O)CC=C)cc1Cl,1,1,7014,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)[C@H]2[C@@H](C1=O)C1(C(=O)c3ccccc3C1=O)[NH+]1CCC[C@@H]21,1,1,7015,4.008739051131467e-06,4.008739051131467e-06
*C[C@H](C)C[C@@H](C)Br,1,1,7016,4.008739051131467e-06,4.008739051131467e-06
*OS(=O)(=O)c1ccc2c(c1)C(=O)NCC2,1,1,7017,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)/C(=C\c2c[nH]c3ccccc23)SC1=S,1,1,7018,4.008739051131467e-06,4.008739051131467e-06
*[C@H](Br)C(F)(F)F,1,1,7019,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CN(C(=O)CCl)NC1=O,1,1,7020,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@H](CC=C)C(C)C,1,1,7021,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CCC[C@@]1(O)C1(C#N)CCCCC1,1,1,7022,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)C2(CCCC2)NC(=O)C12CCCCC2,1,1,7023,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1Nc2ccccc2CO1,1,1,7024,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=N/Nc2cc[nH]c(=O)n2)cc1,1,1,7025,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@H](C#N)C(F)(F)F,1,1,7026,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1C(C#N)=C(SC)N=C2CCCC(=O)[C@H]21,1,1,7027,4.008739051131467e-06,4.008739051131467e-06
*[C@H](CC)C/C(N)=N/O,1,1,7028,4.008739051131467e-06,4.008739051131467e-06
*c1nc2ccc(O)cc2c(=O)o1,1,1,7029,4.008739051131467e-06,4.008739051131467e-06
*c1nc2ccccc2cc1/C=C1\N=C(c2ccccc2F)OC1=O,1,1,7030,4.008739051131467e-06,4.008739051131467e-06
*c1cc2c(c3ccccc13)CCCC2=O,1,1,7031,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](C(=O)[O-])[C@@H](C)CCC,1,1,7032,4.008739051131467e-06,4.008739051131467e-06
*C1=C[C@@H]([C@H]2N=N[C@H](S)N2/N=C/c2c(F)cccc2Cl)N=N1,1,1,7033,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@H](C)[C@@]1(O)C(=O)N(CC#C)c2ccc(Br)cc21,1,1,7034,4.008739051131467e-06,4.008739051131467e-06
*C[C@H]([O-])C(F)(F)F,1,1,7035,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(C=C2C[NH2+]C2)cc1,1,1,7036,4.008739051131467e-06,4.008739051131467e-06
*[NH+]1[C@@H]2CC[C@H]1CC(Cl)C2,1,1,7037,4.008739051131467e-06,4.008739051131467e-06
*c1ccc([S@@](=O)/N=C/c2ccc(F)cc2)cc1,1,1,7038,4.008739051131467e-06,4.008739051131467e-06
*C(=O)N/N=C(/CC)c1cc(Cl)cc(Cl)c1O,1,1,7039,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@@H](C#N)C(=O)CC(C)(C)C,1,1,7040,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1Nc2ccc(Br)cc2[C@H]2OCCC[C@@H]12,1,1,7041,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C(=[N+]=[N-])c1ccc(Br)cc1,1,1,7042,4.008739051131467e-06,4.008739051131467e-06
*N1CCN(C2=NC(=O)/C(=C/c3c[nH]c4ccccc34)S2)CC1,1,1,7043,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)CCCCC,1,1,7044,4.008739051131467e-06,4.008739051131467e-06
*c1noc2c1[C@@H](c1ccco1)C(C#N)=C(N)O2,1,1,7045,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(N[N+]#N)nc1,1,1,7046,4.008739051131467e-06,4.008739051131467e-06
*[C@@]1([NH3+])CCCOC1,1,1,7047,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C(=N/O)C(C)(C)NO)cc1,1,1,7048,4.008739051131467e-06,4.008739051131467e-06
*N1/C(=N\C(=O)CCCC)S[C@@H]2CS(=O)(=O)C[C@@H]21,1,1,7049,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1C[C@@H]2CCCN2[C@]12C(=O)Nc1ccccc12,1,1,7050,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC(c2ccc(Cl)cc2)=NN1C(N)=S,1,1,7051,4.008739051131467e-06,4.008739051131467e-06
*[C@H](CC)CC1=c2ccccc2=[NH+]C1,1,1,7052,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)c2oc3ccc(Cl)cc3c(=O)c2[C@H]1c1cccnc1,1,1,7053,4.008739051131467e-06,4.008739051131467e-06
*c1cccc(/N=C/c2c(O)ccc3ccccc23)c1,1,1,7054,4.008739051131467e-06,4.008739051131467e-06
*CC(=O)NNC(=O)/C=C/c1cccc([N+](=O)[O-])c1,1,1,7055,4.008739051131467e-06,4.008739051131467e-06
*n1ccc(Cl)c2ncnc1-2,1,1,7056,4.008739051131467e-06,4.008739051131467e-06
*N1C(N)=[NH+]C[C@]12CCC[C@H](C1CC1)C2,1,1,7057,4.008739051131467e-06,4.008739051131467e-06
*N1CCc2[nH+]c[nH]c2C1,1,1,7058,4.008739051131467e-06,4.008739051131467e-06
*c1nc(Cl)nc2ccccc12,1,1,7059,4.008739051131467e-06,4.008739051131467e-06
*N/C(C#N)=C(/N)C#N,1,1,7060,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)/C(=C/NN2CCOCC2)C([O-])=NC1=S,1,1,7061,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)N=C([O-])/C(=C/NN2CCOCC2)C1=O,1,1,7062,4.008739051131467e-06,4.008739051131467e-06
*c1cn2c(n1)-c1ccccc1C2,1,1,7063,4.008739051131467e-06,4.008739051131467e-06
*CC[C@H]([NH3+])CCC,1,1,7064,4.008739051131467e-06,4.008739051131467e-06
*c1c(/C=C(\C#N)c2nc3ccccc3[nH]2)c([O-])n2c(nc3ccccc32)c1C#N,1,1,7065,4.008739051131467e-06,4.008739051131467e-06
*[C@H](C)[C@@H](C)C[C@@H]1COc2ccccc21,1,1,7066,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C1=NN=C(c2ccc(F)cc2)C1,1,1,7067,4.008739051131467e-06,4.008739051131467e-06
*c1cc2c([O-])nncn2n1,1,1,7068,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](NNC(=O)CCC(C)C)C(N)=O,1,1,7069,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ccc(/N=C/c2cc([N+](=O)[O-])ccc2[O-])cc1,1,1,7070,4.008739051131467e-06,4.008739051131467e-06
*C1CCN(CN2CCSC2=S)CC1,1,1,7071,4.008739051131467e-06,4.008739051131467e-06
*C(C)(C)C=C,1,1,7072,4.008739051131467e-06,4.008739051131467e-06
*N1CC(=O)N[C@@]12C(=O)Nc1c2ccc(Cl)c1F,1,1,7073,4.008739051131467e-06,4.008739051131467e-06
*S(=O)(=O)c1ccc(Cl)c(N)c1,1,1,7074,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1C[NH2+]CC[C@H]1C1CCCCC1,1,1,7075,4.008739051131467e-06,4.008739051131467e-06
*[C@@]1(O)CCC[NH2+]C1,1,1,7076,4.008739051131467e-06,4.008739051131467e-06
*C[C@H](O)CCCC(F)(F)F,1,1,7077,4.008739051131467e-06,4.008739051131467e-06
*n1cc(/C([O-])=N/S(=O)(=O)CC=C)cn1,1,1,7078,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1C[NH2+][C@H]2CCCc3ccccc3[C@@H]2O1,1,1,7079,4.008739051131467e-06,4.008739051131467e-06
*C(=O)/C=C\c1ccccc1[N+](=O)[O-],1,1,7080,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1CC(=O)n2c(nc3ccccc32)N1,1,1,7081,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CCC(=O)C=C1c1ccccc1,1,1,7082,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1S/C(=N\N=C\c2ccccc2O)NC1=O,1,1,7083,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)c2ccccc2N[C@H]1C1=C(c2cccs2)N=NC1,1,1,7084,4.008739051131467e-06,4.008739051131467e-06
*OS(=O)(=O)C=C,1,1,7085,4.008739051131467e-06,4.008739051131467e-06
*CC[C@@H](C)CCO,1,1,7086,4.008739051131467e-06,4.008739051131467e-06
*[NH+]1CCN([C@H]2/C(=N/O)Cc3ccccc32)CC1,1,1,7087,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(F)c(F)c1Cl,1,1,7088,4.008739051131467e-06,4.008739051131467e-06
*[C@@](C)(N)C#N,1,1,7089,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1N=CC(c2ccc(Cl)cc2)=N1,1,1,7090,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1S[C@H]2CCCC[C@H]2[C@H]1C#N,1,1,7091,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](C)C(=O)C(C)C,1,1,7092,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNS(=O)(=O)c1ccc2c(c1)CCC2,1,1,7093,4.008739051131467e-06,4.008739051131467e-06
*c1cc(N)cc(N)c1,1,1,7094,4.008739051131467e-06,4.008739051131467e-06
*c1ccnc2ccc(O)cc12,1,1,7095,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1C[C@@H]2CC[NH+]1C/C2=C\C,1,1,7096,4.008739051131467e-06,4.008739051131467e-06
*n1c2ccc(F)cc2c2nnc(NN)nc21,1,1,7097,4.008739051131467e-06,4.008739051131467e-06
*CC1=NN=C2CCC[C@H]12,1,1,7098,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(P(=O)([O-])[O-])cc1,1,1,7099,4.008739051131467e-06,4.008739051131467e-06
*[NH+]1CCN2C(=O)NC[C@H]2C1,1,1,7100,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=N/NC2=CN=NC(=O)[C@@H]2Cl)cc1,1,1,7101,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1COC[C@H]1[NH3+],1,1,7102,4.008739051131467e-06,4.008739051131467e-06
*C(=O)NNC(=O)/C=C/c1ccc([N+](=O)[O-])cc1,1,1,7103,4.008739051131467e-06,4.008739051131467e-06
*C/C(C)=C/c1sc(Cl)nc1Cl,1,1,7104,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CCCC[C@@H]([C@@H]2CCOC3(CCOCC3)C2)C1,1,1,7105,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1CC[NH+]2CCCC[C@@H]2C1,1,1,7106,4.008739051131467e-06,4.008739051131467e-06
*n1nnc(C#N)c1/N=C\N(C)C,1,1,7107,4.008739051131467e-06,4.008739051131467e-06
*c1nc2s/c(=C/c3ccc(F)cc3)c(=O)n2n1,1,1,7108,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C(=O)NN=C1CCCC1,1,1,7109,4.008739051131467e-06,4.008739051131467e-06
*C(=O)/C(C#N)=C\c1c(Cl)cccc1Cl,1,1,7110,4.008739051131467e-06,4.008739051131467e-06
*[C@@H]1C(=O)NC(=O)C[C@@]12CCSC2,1,1,7111,4.008739051131467e-06,4.008739051131467e-06
*N1C=C(C#N)S(=O)(=O)c2cc(F)ccc21,1,1,7112,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C2\CCc3c(O)cccc3C2=O)cc1,1,1,7113,4.008739051131467e-06,4.008739051131467e-06
*[C@@H](CC)CCC=C,1,1,7114,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1Oc2ccccc2C2=Nc3nnnn3[C@@H](c3cccnc3)[C@H]21,1,1,7115,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)[C@@H](/C=N/C2CCCCC2)C(=O)NC1=S,1,1,7116,4.008739051131467e-06,4.008739051131467e-06
*c1ccccc1/C=C\c1nc([O-])c([N+](=O)[O-])c(=O)[nH]1,1,1,7117,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1[C@@H]2C[C@H]3[C@H](OC(=O)[C@@H]13)[C@H]2Cl,1,1,7118,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)[C@@H]2[C@@H](C1=O)C1c3ccccc3C2(C(C)=O)c2ccccc21,1,1,7119,4.008739051131467e-06,4.008739051131467e-06
*c1cccc(/C=C2/N=C(c3ccc(Cl)cc3)OC2=O)c1,1,1,7120,4.008739051131467e-06,4.008739051131467e-06
*C(=O)[C@H]([NH3+])CCC(=O)[O-],1,1,7121,4.008739051131467e-06,4.008739051131467e-06
*CC(=O)N/N=C/C=C/c1ccc([N+](=O)[O-])o1,1,1,7122,4.008739051131467e-06,4.008739051131467e-06
*c1n[nH]cc1/C=C(/C#N)C(=O)C(C)(C)C,1,1,7123,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1COC2(CCCCCC2)O1,1,1,7124,4.008739051131467e-06,4.008739051131467e-06
*[C@H](O)C(C)(C)[N+](=O)[O-],1,1,7125,4.008739051131467e-06,4.008739051131467e-06
*N1C(=O)[C@H]2[C@@H](C1=O)[C@]1(C(=O)Nc3ccc(F)cc31)N1CCC[C@@H]21,1,1,7126,4.008739051131467e-06,4.008739051131467e-06
*N1CCC[C@@H]1[C@@H]1C=C(C(C)C)ON1,1,1,7127,4.008739051131467e-06,4.008739051131467e-06
*CCC#Cc1ccccc1,1,1,7128,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=N/NS(=O)(=O)c2ccccc2)c(O)c1,1,1,7129,4.008739051131467e-06,4.008739051131467e-06
*c1[nH]nc2c1[C@H](c1ccc(Cl)cc1Cl)C(C#N)=C(N)O2,1,1,7130,4.008739051131467e-06,4.008739051131467e-06
*c1cc2c(Cl)nccn2n1,1,1,7131,4.008739051131467e-06,4.008739051131467e-06
*c1ccc(/C=C(/C)c2nc3sccc3c(=O)[nH]2)cc1F,1,1,7132,4.008739051131467e-06,4.008739051131467e-06
*c1nc(Cl)cc(Cl)n1,1,1,7133,4.008739051131467e-06,4.008739051131467e-06
*c1c(O)ccc2c1O/C(=C\c1cc3ccccc3o1)C2=O,1,1,7134,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C1=NCC(Cl)=C1,1,1,7135,4.008739051131467e-06,4.008739051131467e-06
*[C@H]1C(C#N)=C(N)NC2=C1C(=O)CCC2,1,1,7136,4.008739051131467e-06,4.008739051131467e-06
*c1cnc2cc(Cl)ccc2n1,1,1,7137,4.008739051131467e-06,4.008739051131467e-06
*C[C@H](O)CCCCl,1,1,7138,4.008739051131467e-06,4.008739051131467e-06
*c1oc2cccc3c2c1CCC3,1,1,7139,4.008739051131467e-06,4.008739051131467e-06
*C(=O)C1=C(C(=O)[O-])C[C@@H]([NH3+])C=C1,1,1,7140,4.008739051131467e-06,4.008739051131467e-06
*c1ccc2c(c1)C(=O)/C(=C/c1ccc(Cl)cc1Cl)O2,1,1,7141,4.008739051131467e-06,4.008739051131467e-06
*C[C@H]1OCCc2sccc21,1,1,7142,4.008739051131467e-06,4.008739051131467e-06
